"URL","都道府県","経営主体","病院名","病床数","住所","電話"
"http://www.kameari-hp.com/","東京都","医療法人","亀有病院",127,"東京都葛飾区亀有3-36-3","03-3601-0186"
"http://www.maeda-jp.or.jp","東京都","医療法人","河北前田病院",117,"東京都杉並区本天沼1-2-1","03-3330-0384"
"http://www.kisen.or.jp/","東京都","医療法人","嬉泉病院",60,"東京都葛飾区東金町1-35-8","03-3600-9007"
"http://www.mcs.or.jp","東京都","医療法人","グレイス病院",120,"東京都日野市大字宮248","042-584-5119"
"http://www.keiai-hospital.jp","東京都","医療法人","敬愛病院",54,"東京都板橋区向原3-10-23","03-3973-3811"
"http://www.keiyo-hp.jp/","東京都","医療法人","京葉病院",60,"東京都江戸川区松江2-43-12","03-3654-8211"
"http://koujiya-hospital.jp/","東京都","医療法人","糀谷病院",88,"東京都大田区南蒲田3-3-15","03-3745-2354"
"http://www.kobayashibyoin.com/","東京都","医療法人","小林病院",115,"東京都板橋区成増3-10-8","03-3930-7077"
"http://www.keiseikai-group.com/sakuradai/","東京都","医療法人","桜台病院",86,"東京都練馬区豊玉南1-20-15","03-3993-7631"
"http://www.sannoclc.or.jp/hospital/","東京都","医療法人","山王病院",79,"東京都港区赤坂8-10-16","03-3402-3151"
"http://www.shimoi.or.jp","東京都","医療法人","下井病院",60,"東京都足立区綾瀬3-28-8","03-3620-8811"
"http://www.sho-hospital.jp/usr/pc/","東京都","医療法人","荘病院",60,"東京都板橋区板橋1-41-14","03-3963-0551"
"http://www.suginami-reha-tokyo.jp","東京都","医療法人","杉並リハビリテーション病院",101,"東京都杉並区西荻北2-5-5","03-3396-3181"
"http://www.suzuki-hospi.or.jp","東京都","医療法人","スズキ病院",99,"東京都練馬区栄町7-1","03-3557-2001"
"http://www.seisikai.or.jp","東京都","医療法人","誠志会病院",152,"東京都板橋区坂下1-40-2","03-3968-2621"
"http://setagaya-hp.or.jp/","東京都","医療法人","世田谷中央病院",131,"東京都世田谷区世田谷1-32-18","03-3420-7111"
"http://www.central-hospital.or.jp","東京都","医療法人","セントラル病院",92,"東京都渋谷区松涛2-18-1","03-3467-5131"
"http://www.tokyo-hospital.com/","東京都","医療法人","総合東京病院",451,"東京都中野区江古田3-15-2","03-3387-5421"
"http://www.sobu-hosp.or.jp","東京都","医療法人","相武病院",326,"東京都八王子市戸吹町323-1","042-691-7788"
"http://www.takayamaseikei.or.jp","東京都","医療法人","高山整形外科病院",48,"東京都葛飾区金町3-4-5","03-3607-3260"
"http://www.takeoka.or.jp","東京都","医療法人","竹丘病院",164,"東京都清瀬市竹丘2-3-7","042-491-6111"
"http://www.takekawa.gr.jp","東京都","医療法人","竹川病院",151,"東京都板橋区桜川2-19-1","03-6413-1300"
"http://www.tactis.or.jp","東京都","医療法人","立川中央病院",115,"東京都立川市柴崎町2-17-14","042-522-7171"
"http://www.tanaka-nrsg-hp.or.jp","東京都","医療法人","田中脳神経外科病院",58,"東京都練馬区関町南3-9-23","03-3920-6263"
"http://www.tamakyuryo.or.jp/hospital/","東京都","医療法人","多摩丘陵病院",316,"東京都町田市下小山田町1491","042-797-1511"
"http://www.wafukai.or.jp/tamarb/","東京都","医療法人","多摩リハビリテーション病院",199,"東京都青梅市長渕9-1412-4","0428-24-3798"
"http://www.touzan.or.jp/","東京都","医療法人","調布東山病院",83,"東京都調布市小島町2-32-17","042-481-5511"
"http://www.douaikai.jp/","東京都","医療法人","同愛会病院",149,"東京都江戸川区松島1-42-21","03-3654-3311"
"http://www.tokyoeisei.com/","東京都","医療法人","東京衛生アドベンチスト病院",186,"東京都杉並区天沼3-17-3","03-3392-6151"
"www.t-kamata-hosp.or.jp","東京都","医療法人","東京蒲田病院",180,"東京都大田区西蒲田7-10-1","03-3733-0525"
"http://www.angelcourt.or.jp","東京都","医療法人","東京天使病院",122,"東京都八王子市上壱分方町50-1","042-651-5331"
"http://www.tohtobunkyo-hp.com/","東京都","医療法人","東都文京病院",126,"東京都文京区湯島3-5-7","03-3831-2181"
"http://www.touritsu-hosp.com/pc/index.html","東京都","医療法人","東立病院",57,"東京都葛飾区立石6-38-13","03-3693-1515"
"http://www.towa-hp.jp/","東京都","医療法人","東和病院",299,"東京都足立区東和4-7-10","03-3629-8111"
"http://tokiwadai-geka.jp/","東京都","医療法人","常盤台外科病院",99,"東京都板橋区常盤台2-25-20","03-3960-7211"
"http://www.toshimashowa.or.jp/","東京都","医療法人","としま昭和病院",46,"東京都豊島区南長崎5-17-9","03-3953-5555"
"http://narimasukosei-hospital.jp/","東京都","医療法人","成増厚生病院",530,"東京都板橋区三園1-19-1","03-3939-1191"
"https://newheart.jp/","東京都","医療法人","ニューハート・ワタナベ国際病院",44,"東京都杉並区浜田山3-19-11","03-3311-1119"
"https://www.nomura.or.jp/","東京都","医療法人","野村病院",133,"東京都三鷹市下連雀8-3-6","0422-47-4848"
"http://www.hachiojisyokaki.com/","東京都","医療法人","八王子消化器病院",98,"東京都八王子市万町177-3","042-626-5111"
"http://www.obatakai.or.jp","東京都","医療法人","浜田病院",22,"東京都千代田区神田駿河台2-5","03-5280-1166"
"http://www.hanzomon.com/","東京都","医療法人","半蔵門病院",44,"東京都千代田区麹町1-10","03-3239-3355"
"http://www.hijirigaoka.or.jp/","東京都","医療法人","聖ヶ丘病院",48,"東京都多摩市連光寺2-69-6","042-338-8111"
"http://www.hinodehp.com","東京都","医療法人","日の出ヶ丘病院",170,"東京都西多摩郡日の出町大久野310番地","042-597-0811"
"http://www.ichou.gr.jp/","東京都","医療法人","平塚胃腸病院",40,"東京都豊島区西池袋3-2-16","03-3982-1161"
"http://www.fujisaki-hp.com/","東京都","医療法人","藤﨑病院",119,"東京都江東区南砂1-25-11","03-3648-2111"
"http://fujihospital.com","東京都","医療法人","富士病院",92,"東京都北区西ヶ原3-33-11","03-3910-6661"
"http://www.fujimi-hp.or.jp/","東京都","医療法人","富士見病院",108,"東京都板橋区大和町14-16","03-3962-2431"
"http://www.fuchu-keijinkai.or.jp","東京都","医療法人","府中恵仁会病院",217,"東京都府中市住吉町5-21-1","042-365-1211"
"http://www.heisei-tateishi.net","東京都","医療法人","平成立石病院",203,"東京都葛飾区立石5-1-9","03-3692-2121"
"http://www.migitahosp.or.jp/","東京都","医療法人","右田病院",82,"東京都八王子市暁町1-48-18","042-622-5155"
"http://eiju.webmedipr.jp/","東京都","医療法人","三鷹中央病院",122,"東京都三鷹市上連雀5-23-10","0422-44-6161"
"http://www.minamitama.jp/","東京都","医療法人","南多摩病院",170,"東京都八王子市散田町3-10-1","042-663-0111"
"http://www.eisei.or.jp/minamino","東京都","医療法人","みなみ野病院",205,"東京都八王子市みなみ野5-30-3","042-632-8118"
"http://www.musashino-chuou.com/","東京都","医療法人","武蔵野中央病院",306,"東京都小金井市東町1-44-26","0422-31-1231"
"https://www.musatoku.com/","東京都","医療法人","武蔵野徳洲会病院",246,"東京都西東京市向台町3-5-48","042-465-0700"
"http://www.meguro-hospital.com/","東京都","医療法人","目黒病院",60,"東京都目黒区中央町2-12-6","03-3711-5641"
"http://mejirohp.jp/","東京都","医療法人","目白病院",100,"東京都新宿区下落合3-22-23","03-3953-9909"
"http://www.yasudahosp.jp/","東京都","医療法人","安田病院",46,"東京都板橋区成増1-13-9","03-3939-0101"
"http://www.tokyo-kinikai.com/yoyogi/","東京都","医療法人","代々木病院",150,"東京都渋谷区千駄ヶ谷1-30-7","03-3404-7661"
"http://www.mck.or.jp","東京都","医療法人","ロイヤル病院",198,"東京都杉並区下高井戸4-6-2","03-3302-7331"
"https://www.kitatamahospital.net","東京都","特定医療法人","北多摩病院",269,"東京都調布市調布ヶ丘4-1-1","042-486-8111"
"http://www.yohwakai.com/","東京都","特定医療法人","武蔵野陽和会病院",103,"東京都武蔵野市緑町2-1-33","0422-52-3212"
"http://www.izumikinen.or.jp","東京都","社会医療法人","いずみ記念病院",144,"東京都足立区本木1-3-7","03-5888-2111"
"http://othp.c-pronet.jp/","東京都","社会医療法人","大田病院",189,"東京都大田区大森東4-4-14","03-3762-8421"
"http://kawakita.or.jp/","東京都","社会医療法人","河北総合病院",331,"東京都杉並区阿佐谷北1-7-3","03-3339-2121"
"http://mk.moriyamaikai.or.jp/","東京都","社会医療法人","社会医療法人社団 森山医会　森山記念病院",275,"東京都江戸川区北葛西四丁目3番1号","03-5679-1211"
"http://www.daiichi.or.jp/","東京都","社会医療法人","第一病院",136,"東京都葛飾区東金町4-2-10","03-3607-0007"
"http://www.t-kenseikai.jp/tachisou/","東京都","社会医療法人","立川相互病院",287,"東京都立川市緑町4-1","042-525-2585"
"http://www.nagashio.jp","東京都","社会医療法人","長汐病院",302,"東京都豊島区池袋1-5-8","03-3984-6161"
"http://www.yamatokai.or.jp/higasiyamato/","東京都","社会医療法人","東大和病院",284,"東京都東大和市南街1-13-12","042-562-1411"
"http://www.makita-hosp.or.jp/","東京都","社会医療法人","牧田総合病院",284,"東京都大田区大森北1-34-6","03-3762-4671"
"http://www.makita-hosp.or.jp/kamata/","東京都","社会医療法人","牧田総合病院　蒲田分院",120,"東京都大田区西蒲田4-22-1","03-5748-5020"
"http://www.yamatokai.or.jp/musasimurayama/","東京都","社会医療法人","武蔵村山病院",300,"東京都武蔵村山市榎1-1-5","042-566-3111"
"http://www.kitasato-u.ac.jp/hokken-hp/","東京都","私立学校法人","北里大学北里研究所病院",329,"東京都港区白金5-9-1","03-3444-6161"
"http://www.hosp.keio.ac.jp/","東京都","私立学校法人","慶應義塾大学病院",960,"東京都新宿区信濃町35","03-3353-1211"
"http://mita.iuhw.ac.jp","東京都","私立学校法人","国際医療福祉大学三田病院",291,"東京都港区三田1-4-3","03-3451-8121"
"http://www.juntendo.ac.jp/hospital/","東京都","私立学校法人","順天堂大学医学部附属順天堂医院",1032,"東京都文京区本郷3-1-3","03-3813-3111"
"http://www.juntendo.gmc.ac.jp","東京都","私立学校法人","順天堂大学医学部附属順天堂東京江東高齢者医療センター",404,"東京都江東区新砂3-3-20","03-5632-3111"
"https://www.juntendo.ac.jp/hospital_nerima/","東京都","私立学校法人","順天堂大学医学部附属練馬病院",400,"東京都練馬区高野台3-1-10","03-5923-3111"
"http://www.showa-u.ac.jp/SUH/","東京都","私立学校法人","昭和大学病院",815,"東京都品川区旗の台1-5-8","03-3784-8000"
"http://hospital.luke.ac.jp/","東京都","私立学校法人","聖路加国際病院",520,"東京都中央区明石町9番1号","03-3541-5151"
"http://www.teikyo-hospital.jp/","東京都","私立学校法人","帝京大学医学部附属病院",1078,"東京都板橋区加賀2-11-1","03-3964-1211"
"http://hachioji.tokyo-med.ac.jp/","東京都","私立学校法人","東京医科大学八王子医療センター",610,"東京都八王子市館町1163","042-665-5611"
"http://hospinfo.tokyo-med.ac.jp/","東京都","私立学校法人","東京医科大学病院",1015,"東京都新宿区西新宿6-7-1","03-3342-6111"
"http://www.jikei.ac.jp/hospital/honin/","東京都","私立学校法人","東京慈恵会医科大学附属病院",1075,"東京都港区西新橋3-19-18","03-3433-1111"
"http://www.twmu.ac.jp/info-twmu/","東京都","私立学校法人","東京女子医科大学病院",1379,"東京都新宿区河田町8-1","03-3353-8111"
"http://www.omori.med.toho-u.ac.jp/","東京都","私立学校法人","東邦大学医療センター大森病院",934,"東京都大田区大森西6-11-1","03-3762-4151"
"http://dent-hosp.ndu.ac.jp/nduhosp/","東京都","私立学校法人","日本歯科大学附属病院",42,"東京都千代田区富士見2-3-16","03-3261-5511"
"https://www.nms.ac.jp/hosp/","東京都","私立学校法人","日本医科大学付属病院",897,"東京都文京区千駄木１丁目１番５号","03-3822-2131"
"http://www.med.nihon-u.ac.jp/hospital/itabashi/","東京都","私立学校法人","日本大学医学部附属板橋病院",1025,"東京都板橋区大谷口上町30-1","03-3972-8111"
"http://www.nihon-u.ac.jp/hospital/","東京都","私立学校法人","日本大学病院",320,"東京都千代田区神田駿河台1-6","03-3293-1711"
"http://hp.asokakai.or.jp/","東京都","社会福祉法人","あそか病院",254,"東京都江東区住吉1-18-1","03-3632-0290"
"http://www.edogawa.or.jp","東京都","社会福祉法人","江戸川病院",418,"東京都江戸川区東小岩2-24-18","03-3673-1221"
"http://www.takasago-hp.jp/t_top/takasago_top.html","東京都","社会福祉法人","江戸川病院高砂分院",99,"東京都葛飾区西水元4-5-1","03-3607-4060"
"www.katayama-hospital.com/","東京都","社会福祉法人","江戸川メディケア病院",150,"東京都江戸川区東松本2-14-12","03-3657-1181"
"http://www.kugayama-hp.org/","東京都","社会福祉法人","久我山病院",199,"東京都世田谷区北烏山2-14-20","03-3309-1111"
"http://www.seiyohanekai.or.jp/sakuramachi-hp/","東京都","社会福祉法人","桜町病院",199,"東京都小金井市桜町1-2-20","042-383-4111"
"http://www.ryouiku-net.com/","東京都","社会福祉法人","心身障害児総合医療療育センター",256,"東京都板橋区小茂根1-1-10","03-3974-2146"
"https://www.seibokai.or.jp","東京都","社会福祉法人","聖母病院",154,"東京都新宿区中落合2-5-1","03-3951-1111"
"http://www.aiiku.net","東京都","社会福祉法人","総合母子保健センター愛育病院",160,"東京都港区芝浦1-16-10","03-6453-7300"
"http://www.doai.jp","東京都","社会福祉法人","同愛記念病院",403,"東京都墨田区横網2-1-11","03-3625-6381"
"http://www.t-hakujuji.or.jp","東京都","社会福祉法人","東京白十字病院",125,"東京都東村山市諏訪町2-26-1","042-391-6111"
"http://www.jyogu.com/nippori/","東京都","社会福祉法人","日暮里上宮病院",81,"東京都荒川区東日暮里2-29-8","03-3891-5291"
"http://www.mitsuihosp.or.jp/","東京都","社会福祉法人","三井記念病院",482,"東京都千代田区神田和泉町1","03-3862-9111"
"http://minamidaihp.jp/","東京都","社会福祉法人","南台病院",140,"東京都小平市小川町1-485","042-341-7111"
"http://tokyoyurin-hospital.com/","東京都","社会福祉法人","有隣病院",251,"東京都世田谷区船橋2-15-38","03-3482-3611"
"http://ryokufuusou.com","東京都","社会福祉法人","緑風荘病院",199,"東京都東村山市萩山町3-31-1","042-392-1101"
"http://oujiseikyo-hp.jp/","東京都","医療生協","王子生協病院",159,"東京都北区豊島3-4-15","03-3912-2201"
"http://thoken.or.jp/kensei/","東京都","医療生協","東京健生病院",126,"東京都文京区大塚4-3-8","03-3944-6111"
"http://www.nakanosogo.or.jp/","東京都","医療生協","新渡戸記念中野総合病院",296,"東京都中野区中央4-59-16","03-3382-1231"
"http://isuzu-hospital.jp/","東京都","会社","いすゞ病院",20,"東京都品川区南大井6-21-10","03-3762-9127"
"http://www.ntt-east.co.jp/kmc/","東京都","会社","ＮＴＴ東日本関東病院",594,"東京都品川区東五反田5-9-22","03-3448-6111"
"http://www.jreast.co.jp/hospital/index.html/","東京都","会社","ＪＲ東京総合病院",448,"東京都渋谷区代々木2-1-3","03-3320-2200"
"http://www.tokyu-hospital.jp/","東京都","会社","東急病院",135,"東京都大田区北千束3-27-2","03-3718-3331"
"http://www.hospital.japanpost.jp/tokyo/","東京都","会社","東京逓信病院",461,"東京都千代田区富士見2-14-23","03-5214-7111"
"http://www.akabane-rh.jp/","東京都","その他法人","赤羽リハビリテーション病院",234,"東京都北区赤羽西6-37-12","03-5993-5777"
"http://www.kamata-rh.net/index.php","東京都","その他法人","蒲田リハビリテーション病院",180,"東京都大田区大森西4-14-5","03-5767-7100"
"http://kiyosehp.salvationarmy.or.jp","東京都","その他法人","救世軍清瀬病院",142,"東京都清瀬市竹丘1-17-9","042-491-1411"
"http://boothhp.salvationarmy.or.jp/","東京都","その他法人","救世軍ブース記念病院",199,"東京都杉並区和田1-40-5","03-3381-7236"
"http://www.crht.jp","東京都","その他法人","クリニカルリサーチ東京病院",50,"東京都新宿区原町3-87-4　NTビル3F","03-3355-7200"
"http://www.kouseisou.jp/","東京都","その他法人","厚生荘病院",243,"東京都多摩市和田1547","042-374-3535"
"http://www.koganei-rh.net/","東京都","その他法人","小金井リハビリテーション病院",220,"東京都小金井市前原町1-3-2","042-316-3561"
"http://www.gotanda-reha.com/","東京都","その他法人","五反田リハビリテーション病院",240,"東京都品川区西五反田8-8-20","03-3779-8820"
"http://www.komazawa-hp.jp/","東京都","その他法人","駒沢病院",95,"東京都世田谷区駒沢2-2-15","03-3424-2515"
"http://www.shiseikai-daini-hosp.jp/","東京都","その他法人","至誠会第二病院",305,"東京都世田谷区上祖師谷5-19-1","03-3300-0366"
"http://www.johsai-hp.or.jp/","東京都","その他法人","城西病院",99,"東京都杉並区上荻2-42-11","03-3390-4166"
"http://www.jinwakai.jp/","東京都","その他法人","仁和会総合病院",157,"東京都八王子市明神町4-8-1","042-644-3711"
"http://www.keisatsubyoin.or.jp/","東京都","その他法人","東京警察病院",415,"東京都中野区中野四丁目22-1","03-5343-5611"
"http://www.tmh.or.jp/","東京都","その他法人","東京武蔵野病院",619,"東京都板橋区小茂根4-11-11","03-5986-3111"
"http://www.harajuku-reha.com/","東京都","その他法人","原宿リハビリテーション病院",332,"東京都渋谷区神宮前6-26-1","03-3486-8333"
"http://www.kosei-hp.or.jp","東京都","その他法人","立正佼成会附属佼成病院",340,"東京都杉並区和田2-25-1","03-3383-1281"
"http://www.kurihama-med.jp/","神奈川県","独立行政法人国立病院機構","久里浜医療センター",332,"神奈川県横須賀市野比5-3-1","046-848-1550"
"https://hakone.hosp.go.jp/","神奈川県","独立行政法人国立病院機構","箱根病院",199,"神奈川県小田原市風祭412","0465-22-3196"
"http://www.yokohama-mc.jp/","神奈川県","独立行政法人国立病院機構","横浜医療センター",510,"神奈川県横浜市戸塚区原宿3-60-2","045-851-2621"
"http://www.kantoh.johas.go.jp/","神奈川県","独立行政法人労働者健康安全機構","関東労災病院",610,"神奈川県川崎市中原区木月住吉町1-1","044-411-3131"
"https://www.yokohamah.johas.go.jp/","神奈川県","独立行政法人労働者健康安全機構","横浜労災病院",650,"神奈川県横浜市港北区小机町3211","045-474-8111"
"http://sagamino.jcho.go.jp","神奈川県","独立行政法人地域医療機能推進機構","相模野病院",212,"神奈川県相模原市中央区淵野辺1-2-30","042-752-2025"
"http://yugawara.jcho.go.jp/","神奈川県","独立行政法人地域医療機能推進機構","湯河原病院",199,"神奈川県足柄下郡湯河原町宮上438","0465-63-2211"
"http://yokohama.jcho.go.jp","神奈川県","独立行政法人地域医療機能推進機構","横浜中央病院",250,"神奈川県横浜市中区山下町268","045-641-1921"
"http://hodogaya.jcho.go.jp/","神奈川県","独立行政法人地域医療機能推進機構","横浜保土ヶ谷中央病院",241,"神奈川県横浜市保土ヶ谷区釜台町43-1","045-331-1251"
"http://www.city.kawasaki.jp/33/cmsfiles/contents/0000037/37855/ida/","神奈川県","市町村","川崎市立井田病院",383,"神奈川県川崎市中原区井田2-27-1","044-766-2188"
"http://www.city.kawasaki.jp/32/cmsfiles/contents/0000037/37856/kawasaki/","神奈川県","市町村","川崎市立川崎病院",713,"神奈川県川崎市川崎区新川通12-1","044-233-5521"
"http://hosp.city.chigasaki.kanagawa.jp/","神奈川県","市町村","茅ヶ崎市立病院",401,"神奈川県茅ケ崎市本村5-15-1","0467-52-1111"
"http://www.hiratsuka-city-hospital.jp/","神奈川県","市町村","平塚市民病院",416,"神奈川県平塚市南原1-19-1","0463-32-0015"
"http://www.city.fujisawa.kanagawa.jp/hospital/","神奈川県","市町村","藤沢市民病院",536,"神奈川県藤沢市藤沢2-6-1","0466-25-3111"
"http://www.city.miura.kanagawa.jp/byouin/","神奈川県","市町村","三浦市立病院",136,"神奈川県三浦市岬陽町4-33","046-882-2111"
"http://www.yamatocity-mh.jp/","神奈川県","市町村","大和市立病院",403,"神奈川県大和市深見西8-3-6","046-260-0111"
"http://www.jadecom.or.jp/jadecomhp/uwamachi/html/","神奈川県","市町村","横須賀市立うわまち病院",417,"神奈川県横須賀市上町2-36","046-823-2630"
"http://www.jadecom.or.jp/jadecomhp/yokosuka-shimin/html/","神奈川県","市町村","横須賀市立市民病院",482,"神奈川県横須賀市長坂1-3-2","046-856-3136"
"https://yokohama-shiminhosp.jp/","神奈川県","市町村","横浜市立市民病院",650,"神奈川県横浜市保土ヶ谷区岡沢町56","045-331-1961"
"http://www.yokohama.jrc.or.jp","神奈川県","市町村","横浜市立みなと赤十字病院",634,"神奈川県横浜市中区新山下3-12-1","045-628-6100"
"http://kcch.kanagawa-pho.jp/","神奈川県","地方独立行政法人","神奈川県立がんセンター",415,"神奈川県横浜市旭区中尾2-3-2","045-520-2222"
"http://kcmc.kanagawa-pho.jp/","神奈川県","地方独立行政法人","神奈川県立こども医療センター",419,"神奈川県横浜市南区六ッ川2-138-4","045-711-2351"
"http://www.yokohama-cu.ac.jp/urahp/","神奈川県","地方独立行政法人","横浜市立大学附属市民総合医療センター",726,"神奈川県横浜市南区浦舟町4-57","045-261-5656"
"http://www.sagamihara.jrc.or.jp","神奈川県","日赤","相模原赤十字病院",132,"神奈川県相模原市緑区中野256","042-784-1101"
"http://hadano-jrc.jp/","神奈川県","日赤","秦野赤十字病院",320,"神奈川県秦野市立野台1-1","0463-81-3721"
"http://www.kanagawa.saiseikai.or.jp","神奈川県","済生会","済生会神奈川県病院",199,"神奈川県横浜市神奈川区富家町6-6","045-432-1111"
"http://www.tobu.saiseikai.or.jp/","神奈川県","済生会","済生会横浜市東部病院",562,"神奈川県横浜市鶴見区下末吉3-6-1","045-576-3000"
"http://www.wakakusa.saiseikai.or.jp/","神奈川県","済生会","済生会若草病院",177,"神奈川県横浜市金沢区平潟町12-1","045-781-8811"
"http://www.hiratsuka.saiseikai.or.jp/","神奈川県","済生会","湘南平塚病院",176,"神奈川県平塚市宮松町18-1","0463-71-6161"
"http://higashikanagawa.saiseikai.or.jp","神奈川県","済生会","東神奈川リハビリテーション病院",99,"神奈川県横浜市神奈川区西神奈川1-13-10","045-324-3600"
"http://www.nanbu.saiseikai.or.jp/","神奈川県","済生会","横浜市南部病院",500,"神奈川県横浜市港南区港南台3-2-10","045-832-1111"
"http://www.iseharahp.com/","神奈川県","厚生連","伊勢原協同病院",350,"神奈川県伊勢原市田中345","0463-94-2111"
"http://www.sagamiharahp.com/","神奈川県","厚生連","相模原協同病院",437,"神奈川県相模原市緑区橋本2-8-18","042-772-4291"
"http://www.rinkanhp.com","神奈川県","健康保険組合及び連合会","東芝林間病院",199,"神奈川県相模原市南区上鶴間7-9-1","042-742-3577"
"http://www.toranomon.gr.jp/kajigaya/","神奈川県","共済組合及び連合会","虎の門病院分院",300,"神奈川県川崎市高津区梶ヶ谷1-3-1","044-877-5111"
"http://www.kkr.hiratsuka.kanagawa.jp/","神奈川県","共済組合及び連合会","平塚共済病院",441,"神奈川県平塚市追分9-11","0463-32-1950"
"http://www.ykh.gr.jp","神奈川県","共済組合及び連合会","横須賀共済病院",740,"神奈川県横須賀市米が浜通1-16","046-822-2710"
"http://www.yokohamasakae.jp/","神奈川県","共済組合及び連合会","横浜栄共済病院",380,"神奈川県横浜市栄区桂町132","045-891-2171"
"http://www.minamikyousai.jp","神奈川県","共済組合及び連合会","横浜南共済病院",565,"神奈川県横浜市金沢区六浦東1-21-1","045-782-2101"
"http://www.keiyu-hospital.com/","神奈川県","公益法人","けいゆう病院",410,"神奈川県横浜市西区みなとみらい3-7-3","045-221-8181"
"http://www.asakura-hospital.com/","神奈川県","医療法人","朝倉病院",90,"神奈川県横浜市港南区下永谷5-81-12","045-824-0202"
"http://www.shinnaikai-medical.or.jp/","神奈川県","医療法人","オアシス湘南病院",158,"神奈川県海老名市中河内1227-1","046-238-6262"
"http://www.katakura.or.jp","神奈川県","医療法人","片倉病院",28,"神奈川県川崎市高津区新作4-11-16","044-866-2151"
"http://www.keisuikai.or.jp","神奈川県","医療法人","金沢病院",162,"神奈川県横浜市金沢区泥亀2-8-3","045-781-2611"
"http://www.kanabun-hp.jp/","神奈川県","医療法人","金沢文庫病院",147,"神奈川県横浜市金沢区釜利谷東2-6-22","045-785-3311"
"http://www.kmh.or.jp/","神奈川県","医療法人","菊名記念病院",218,"神奈川県横浜市港北区菊名4-4-27","045-402-7117"
"http://www.kiyokawa-hp.or.jp","神奈川県","医療法人","清川病院",198,"神奈川県鎌倉市小町2-13-7","0467-24-1200"
"http://www.kurokouchi.or.jp/","神奈川県","医療法人","黒河内病院",51,"神奈川県相模原市南区豊町17-36","042-742-0211"
"http://www.keihin-ghp.or.jp","神奈川県","医療法人","京浜総合病院",184,"神奈川県川崎市中原区新城1-2-5","044-777-3251"
"http://www.daiichi-hosp.jp/","神奈川県","医療法人","慶友会第一病院",55,"神奈川県川崎市川崎区元木2-7-2","044-344-5231"
"http://genkikaiyokohama.jp/","神奈川県","医療法人","元気会 横浜病院",326,"神奈川県横浜市緑区寺山町729","045-933-1011"
"http://www.kounandai-hosp.or.jp","神奈川県","医療法人","港南台病院",84,"神奈川県横浜市港南区港南台2-7-41","045-831-8181"
"http://www.kobayashihp.or.jp","神奈川県","医療法人","小林病院",163,"神奈川県小田原市栄町1-14-18","0465-22-3161"
"https://tsurumihp.jp/","神奈川県","医療法人","さいわい鶴見病院",60,"神奈川県横浜市鶴見区豊岡町21-1","045-581-1417"
"http://sagamihara-chuo-hospital.jp/","神奈川県","医療法人","相模原中央病院",160,"神奈川県相模原市中央区富士見6-4-20","042-754-2211"
"http://sagami-rh.or.jp","神奈川県","医療法人","さがみリハビリテーション病院",130,"神奈川県相模原市中央区下九沢54-2","042-773-3211"
"http://www.sakura-hp.or.jp","神奈川県","医療法人","桜ヶ丘中央病院",171,"神奈川県大和市福田1-7-1","046-269-4111"
"http://www.shonan-atsugi.jp/","神奈川県","医療法人","湘南厚木病院",253,"神奈川県厚木市温水118-1","046-223-3636"
"http://www.shonankamakura.or.jp/","神奈川県","医療法人","湘南鎌倉総合病院",648,"神奈川県鎌倉市岡本1370-1","0467-46-1717"
"http://www.syonankinenhp.or.jp/","神奈川県","医療法人","湘南記念病院",161,"神奈川県鎌倉市笛田2-2-60","0467-32-3456"
"http://keiiku.gr.jp","神奈川県","医療法人","湘南慶育病院",230,"神奈川県藤沢市遠藤4360","0466-48-0050"
"http://fujisawatokushukai.jp/","神奈川県","医療法人","湘南藤沢徳洲会病院",419,"神奈川県藤沢市辻堂神台1-5-1","0466-35-1177"
"http://www.suzuki-hp.ne.jp/","神奈川県","医療法人","鈴木病院",125,"神奈川県鎌倉市腰越1-1-1","0467-31-7651"
"http://misatokai.jp/","神奈川県","医療法人","瀬谷ふたつ橋病院",89,"神奈川県横浜市瀬谷区瀬谷1-29-1","045-303-1151"
"http://rinko.or.jp/","神奈川県","医療法人","総合川崎臨港病院",199,"神奈川県川崎市川崎区中島3-13-1","044-233-9336"
"http://www.shinkawabashi.or.jp/","神奈川県","医療法人","総合新川橋病院",208,"神奈川県川崎市川崎区新川通1-15","044-222-2111"
"http://www.sowa-hospital.or.jp/","神奈川県","医療法人","相和病院",314,"神奈川県相模原市緑区大島1752","042-761-2331"
"http://www.sukoyaka.gr.jp/","神奈川県","医療法人","高田中央病院",60,"神奈川県横浜市港北区高田西2-6-5","045-592-5557"
"https://tachibanadai-hp.com/","神奈川県","医療法人","たちばな台病院",140,"神奈川県横浜市青葉区たちばな台2-2-1","045-962-3338"
"http://www.fureai-g.or.jp/chu/","神奈川県","医療法人","茅ヶ崎中央病院",100,"神奈川県茅ケ崎市茅ケ崎2-2-3","0467-86-6530"
"http://www.tk1-hospital.com/","神奈川県","医療法人","戸塚共立第１病院",148,"神奈川県横浜市戸塚区戸塚町116","045-864-2501"
"http://www.nishiyokohama.or.jp/","神奈川県","医療法人","西横浜国際総合病院",188,"神奈川県横浜市戸塚区汲沢町56","045-871-8855"
"http://www.koukankai.or.jp/","神奈川県","医療法人","日本鋼管病院",395,"神奈川県川崎市川崎区鋼管通1-2-1","044-333-5591"
"http://www.hayamaheart.gr.jp","神奈川県","医療法人","葉山ハートセンター",89,"神奈川県三浦郡葉山町下山口1898-1","046-875-1717"
